start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:09.896,57944
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:19.909,8
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:08.472,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:11.835,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:11.802,12388
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:08.838,410
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:12.80,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:11.762,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:11.762,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:08.472,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:08.478,16484
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\ThirdPartyModuleList32\2018.7.19.1\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:08.472,8192
C:\Windows\System32\mf.dll,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.c3i0y.cn/dbs-wa
PID:2940",FileEvent,Read,2021-10-08 17:15:12.66,4096
