start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:43.973,57944
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:53.975,8
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:40.61,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:47.578,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:46.785,12388
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Feature Engagement Tracker\AvailabilityDB\LOG.old~RF3186e4.TMP,FileEvent,Delete,2021-10-08 17:15:48.437,0
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:44.671,1452
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:44.101,820
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:48.446,32768
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:44.663,4080
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,FileEvent,Write,2021-10-08 17:15:46.735,2040
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:46.685,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://narutoccsfake.000webhostapp.com/
PID:2828",FileEvent,Read,2021-10-08 17:15:46.685,8192
