start,end,eventtype,operationtype,time,ref.size
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:58.580,8
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\History-journal,FileEvent,Write,2021-10-08 17:15:48.570,57944
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:47.159,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:52.61,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:51.810,12388
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:47.442,1230
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:52.587,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:51.770,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:51.770,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" http://www.7vu2gw.cn/dbs-wa
PID:2464",FileEvent,Read,2021-10-08 17:15:47.161,8192
