start,end,eventtype,operationtype,time,ref.size
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\F59A01A8B782D93EA6991BC172CEFFB1,FileEvent,Write,2021-10-08 17:15:47.364,867
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\CertificateRevocation\6921\manifest.json,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:45.822,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\ct_config.pb,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:50.523,16384
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Shortcuts,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:50.195,12388
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\F0ACCF77CDCBFF39F6191887F6D2D357,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:47.375,1452
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\24BD96D5497F70B3F510A6B53CD43F3E_3A89246FB90C5EE6620004F1AE0EB0EA,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:46.107,410
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\shared_proto_db\MANIFEST-000001,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:51.526,32768
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,FileEvent,Write,2021-10-08 17:15:47.433,2040
C:\Users\jpdz\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:47.366,4080
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",C:\Users\jpdz\AppData\Local\Temp\Cab8320.tmp,FileEvent,Delete,2021-10-08 17:15:47.457,0
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",C:\Users\jpdz\AppData\Local\Temp\Cab8320.tmp,FileEvent,Write,2021-10-08 17:15:47.455,61157
C:\Users\jpdz\AppData\Local\Temp\Cab8320.tmp,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:47.455,61400
"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,FileEvent,Delete,2021-10-08 17:15:50.149,0
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\chrome_shutdown_ms.txt,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:50.149,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\PKIMetadata\51\manifest.fingerprint,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:45.825,8192
C:\Users\jpdz\AppData\Local\Google\Chrome\User Data\Default\Web Data,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" gitlab.com
PID:1488",FileEvent,Read,2021-10-08 17:15:45.851,16484
